"r_w [mm]","Freq [GHz]","dB(S(Port1,Port1)) []"
1.11502886981512,2.345,-29.8130276708176
1.11502886981512,2.35,-29.8029738020476
1.11502886981512,2.355,-29.7929978287866
1.11502886981512,2.36,-29.7830997655196
1.11502886981512,2.365,-29.7732796281409
1.11502886981512,2.37,-29.7635374339304
1.11502886981512,2.375,-29.7538732015297
1.11502886981512,2.38,-29.7442869509167
1.11502886981512,2.385,-29.7347787033822
1.11502886981512,2.39,-29.7253484815039
1.11502886981512,2.395,-29.7159963091217
1.11502886981512,2.4,-29.7067222113122
1.11502886981512,2.405,-29.697526214363
1.11502886981512,2.41,-29.6884083457467
1.11502886981512,2.415,-29.6793686340946
1.11502886981512,2.42,-29.6704071091702
1.11502886981512,2.425,-29.6615238018428
1.11502886981512,2.43,-29.6527187440597
1.11502886981512,2.435,-29.6439919688194
1.11502886981512,2.44,-29.6353435101437
1.11502886981512,2.445,-29.6267734030498
1.11502886981512,2.45,-29.618281683522
1.11502886981512,2.455,-29.6098683884832
1.11502886981512,2.46,-29.6015335557659
1.11502886981512,2.465,-29.5932772240831
1.11502886981512,2.47,-29.5850994329988
1.11502886981512,2.475,-29.577000222898
1.11502886981512,2.48,-29.5689796349567
1.11502886981512,2.485,-29.5610377111114
1.11502886981512,2.49,-29.5531744940279
1.11502886981512,2.495,-29.5453900270705
1.11502886981512,2.5,-29.5376843542706
1.11502886981512,2.505,-29.5300575202942
1.11502886981512,2.51,-29.5225095704102
1.11502886981512,2.515,-29.5150405504575
1.11502886981512,2.52,-29.5076505068124
1.11502886981512,2.525,-29.5003394863547
1.11502886981512,2.53,-29.4931075364346
1.11502886981512,2.535,-29.4859547048384
1.11502886981512,2.54,-29.4788810397537
1.11502886981512,2.545,-29.4718865897353
1.11502886981512,2.55,-29.4649714036693
1.11502886981512,2.555,-29.4581355307379
1.11502886981512,2.56,-29.4513790203833
1.11502886981512,2.565,-29.4447019222713
1.11502886981512,2.57,-29.4381042862547
1.11502886981512,2.575,-29.4315861623357
1.11502886981512,2.58,-29.4251476006287
1.11502886981512,2.585,-29.4187886513221
1.11502886981512,2.59,-29.4125093646402
1.11502886981512,2.595,-29.406309790804
1.11502886981512,2.6,-29.4001899799921
1.11502886981512,2.605,-29.3941499823013
1.11502886981512,2.61,-29.388189847706
1.11502886981512,2.615,-29.3823096260184
1.11502886981512,2.62,-29.376509366847
1.11502886981512,2.625,-29.3707891195557
1.11502886981512,2.63,-29.3651489332215
1.11502886981512,2.635,-29.3595888565929
1.11502886981512,2.64,-29.3541089380469
1.11502886981512,2.645,-29.348709225546
1.11502886981512,2.65,-29.3433897665948
1.11502886981512,2.655,-29.3381506081958
1.11502886981512,2.66,-29.3329917968054
1.11502886981512,2.665,-29.3279133782886
1.11502886981512,2.67,-29.3229153978743
1.11502886981512,2.675,-29.3179979001091
1.11502886981512,2.68,-29.3131609288113
1.11502886981512,2.685,-29.3084045270246
1.11502886981512,2.69,-29.3037287369705
1.11502886981512,2.695,-29.2991336000012
1.11502886981512,2.7,-29.2946191565518
1.11502886981512,2.705,-29.2901854460913
1.11502886981512,2.71,-29.2858325070744
1.11502886981512,2.715,-29.2815603768921
1.11502886981512,2.72,-29.2773690918215
1.11502886981512,2.725,-29.2732586869763
1.11502886981512,2.73,-29.2692291962559
1.11502886981512,2.735,-29.2652806522942
1.11502886981512,2.74,-29.2614130864081
1.11502886981512,2.745,-29.2576265285461
1.11502886981512,2.75,-29.253921007235
1.11502886981512,2.755,-29.2502965495281
1.11502886981512,2.76,-29.2467531809509
1.11502886981512,2.765,-29.2432909254481
1.11502886981512,2.77,-29.2399098053295
1.11502886981512,2.775,-29.2366098412149
1.11502886981512,2.78,-29.2333910519795
1.11502886981512,2.785,-29.2302534546983
1.11502886981512,2.79,-29.2271970645905
1.11502886981512,2.795,-29.2242218949628
1.11502886981512,2.8,-29.2213279571531
1.11502886981512,2.805,-29.2185152604732
1.11502886981512,2.81,-29.2157838121512
1.11502886981512,2.815,-29.2131336172738
1.11502886981512,2.82,-29.2105646787278
1.11502886981512,2.825,-29.2080769971411
1.11502886981512,2.83,-29.2056705708242
1.11502886981512,2.835,-29.2033453957102
1.11502886981512,2.84,-29.2011014652948
1.11502886981512,2.845,-29.1989387705762
1.11502886981512,2.85,-29.1968572999947
1.11502886981512,2.855,-29.1948570393708
1.11502886981512,2.86,-29.1929379718448
1.11502886981512,2.865,-29.1911000778141
1.11502886981512,2.87,-29.1893433348717
1.11502886981512,2.875,-29.1876677177434
1.11502886981512,2.88,-29.186073198225
1.11502886981512,2.885,-29.1845597451191
1.11502886981512,2.89,-29.1831273241719
1.11502886981512,2.895,-29.1817758980089
1.11502886981512,2.9,-29.1805054260709
1.11502886981512,2.905,-29.17931586455
1.11502886981512,2.91,-29.1782071663241
1.11502886981512,2.915,-29.1771792808925
1.11502886981512,2.92,-29.1762321543102
1.11502886981512,2.925,-29.1753657291225
1.11502886981512,2.93,-29.1745799442989
1.11502886981512,2.935,-29.1738747351674
1.11502886981512,2.94,-29.1732500333477
1.11502886981512,2.945,-29.1727057666846
1.11502886981512,2.95,-29.1722418591817
1.11502886981512,2.955,-29.1718582309337
1.11502886981512,2.96,-29.1715547980594
1.11502886981512,2.965,-29.1713314726343
1.11502886981512,2.97,-29.171188162623
1.11502886981512,2.975,-29.1711247718109
1.11502886981512,2.98,-29.1711411997371
1.11502886981512,2.985,-29.1712373416253
1.11502886981512,2.99,-29.171413088316
1.11502886981512,2.995,-29.1716683261983
1.11502886981512,3,-29.1720029371408
1.11502886981512,3.005,-29.1724167984234
1.11502886981512,3.01,-29.1729097826684
1.11502886981512,3.015,-29.1734817577717
1.11502886981512,3.02,-29.174132586834
1.11502886981512,3.025,-29.1748621280916
1.11502886981512,3.03,-29.175670234848
1.11502886981512,3.035,-29.1765567554043
1.11502886981512,3.04,-29.1775215329905
1.11502886981512,3.045,-29.1785644056964
1.11502886981512,3.05,-29.1796852064028
1.11502886981512,3.055,-29.1808837627125
1.11502886981512,3.06,-29.1821598968809
1.11502886981512,3.065,-29.183513425748
1.11502886981512,3.07,-29.1849441606691
1.11502886981512,3.075,-29.1864519074463
1.11502886981512,3.08,-29.1880364662597
1.11502886981512,3.085,-29.1896976315995
1.11502886981512,3.09,-29.1914351921972
1.11502886981512,3.095,-29.1932489309579
1.11502886981512,3.1,-29.1951386248918
1.11502886981512,3.105,-29.1971040450472
1.11502886981512,3.11,-29.1991449564424
1.11502886981512,3.115,-29.2012611179986
1.11502886981512,3.12,-29.2034522824728
1.11502886981512,3.125,-29.205718196391
1.11502886981512,3.13,-29.208058599982
1.11502886981512,3.135,-29.2104732271106
1.11502886981512,3.14,-29.2129618052122
1.11502886981512,3.145,-29.2155240552273
1.11502886981512,3.15,-29.2181596915358
1.11502886981512,3.155,-29.2208684218929
1.11502886981512,3.16,-29.2236499473642
1.11502886981512,3.165,-29.2265039622618
1.11502886981512,3.17,-29.2294301540812
1.11502886981512,3.175,-29.2324282034375
1.11502886981512,3.18,-29.2354977840033
1.11502886981512,3.185,-29.2386385624465
1.11502886981512,3.19,-29.2418501983688
1.11502886981512,3.195,-29.2451323442443
1.11502886981512,3.2,-29.2484846453596
1.11502886981512,3.205,-29.2519067397533
1.11502886981512,3.21,-29.2553982581572
1.11502886981512,3.215,-29.2589588239374
1.11502886981512,3.22,-29.2625880530364
1.11502886981512,3.225,-29.2662855539156
1.11502886981512,3.23,-29.2700509274989
1.11502886981512,3.235,-29.2738837671166
1.11502886981512,3.24,-29.2777836584501
1.11502886981512,3.245,-29.2817501794778
1.11502886981512,3.25,-29.2857829004212
1.11502886981512,3.255,-29.289881383692
1.11502886981512,3.26,-29.2940451838403
1.11502886981512,3.265,-29.2982738475034
1.11502886981512,3.27,-29.3025669133553
1.11502886981512,3.275,-29.3069239120574
1.11502886981512,3.28,-29.3113443662103
1.11502886981512,3.285,-29.3158277903058
1.11502886981512,3.29,-29.3203736906806
1.11502886981512,3.295,-29.324981565471
1.11502886981512,3.3,-29.3296509045676
1.11502886981512,3.305,-29.3343811895726
1.11502886981512,3.31,-29.3391718937568
1.11502886981512,3.315,-29.3440224820185
1.11502886981512,3.32,-29.3489324108432
1.11502886981512,3.325,-29.3539011282644
1.11502886981512,3.33,-29.3589280738257
1.11502886981512,3.335,-29.3640126785441
1.11502886981512,3.34,-29.3691543648743
1.11502886981512,3.345,-29.3743525466746
1.11502886981512,3.35,-29.3796066291736
1.11502886981512,3.355,-29.3849160089384
1.11502886981512,3.36,-29.3902800738444
1.11502886981512,3.365,-29.3956982030461
1.11502886981512,3.37,-29.4011697669488
1.11502886981512,3.375,-29.406694127183
1.11502886981512,3.38,-29.4122706365789
1.11502886981512,3.385,-29.4178986391428
1.11502886981512,3.39,-29.4235774700354
1.11502886981512,3.395,-29.4293064555508
1.11502886981512,3.4,-29.4350849130974
1.11502886981512,3.405,-29.4409121511808
1.11502886981512,3.41,-29.446787469387
1.11502886981512,3.415,-29.4527101583686
1.11502886981512,3.42,-29.4586794998316
1.11502886981512,3.425,-29.4646947665246
1.11502886981512,3.43,-29.4707552222287
1.11502886981512,3.435,-29.47686012175
1.11502886981512,3.44,-29.4830087109135
1.11502886981512,3.445,-29.4892002265583
1.11502886981512,3.45,-29.4954338965353
1.11502886981512,3.455,-29.5017089397064
1.11502886981512,3.46,-29.5080245659447
1.11502886981512,3.465,-29.5143799761383
1.11502886981512,3.47,-29.5207743621939
1.11502886981512,3.475,-29.527206907044
1.11502886981512,3.48,-29.533676784655
1.11502886981512,3.485,-29.5401831600374
1.11502886981512,3.49,-29.5467251892583
1.11502886981512,3.495,-29.5533020194556
1.11502886981512,3.5,-29.5599127888539
1.11502886981512,3.505,-29.5665566267835
1.11502886981512,3.51,-29.5732326537
1.11502886981512,3.515,-29.5799399812068
1.11502886981512,3.52,-29.58667771208
1.11502886981512,3.525,-29.5934449402947
1.11502886981512,3.53,-29.6002407510535
1.11502886981512,3.535,-29.6070642208179
1.11502886981512,3.54,-29.6139144173412
1.11502886981512,3.545,-29.6207903997036
1.11502886981512,3.55,-29.6276912183497
1.11502886981512,3.555,-29.6346159151289
1.11502886981512,3.56,-29.6415635233367
1.11502886981512,3.565,-29.6485330677593
1.11502886981512,3.57,-29.6555235647205
1.11502886981512,3.575,-29.6625340221305
1.11502886981512,3.58,-29.6695634395371
1.11502886981512,3.585,-29.67661080818
1.11502886981512,3.59,-29.6836751110461
1.11502886981512,3.595,-29.690755322929
1.11502886981512,3.6,-29.6978504104893
1.11502886981512,3.605,-29.7049593323183
1.11502886981512,3.61,-29.7120810390041
1.11502886981512,3.615,-29.7192144731997
1.11502886981512,3.62,-29.7263585696942
1.11502886981512,3.625,-29.7335122554863
1.11502886981512,3.63,-29.7406744498601
1.11502886981512,3.635,-29.7478440644637
1.11502886981512,3.64,-29.7550200033908
1.11502886981512,3.645,-29.7622011632637
1.11502886981512,3.65,-29.7693864333204
1.11502886981512,3.655,-29.7765746955032
1.11502886981512,3.66,-29.7837648245505
1.11502886981512,3.665,-29.790955688091
1.11502886981512,3.67,-29.7981461467406
1.11502886981512,3.675,-29.8053350542021
1.11502886981512,3.68,-29.8125212573676
1.11502886981512,3.685,-29.8197035964234
1.11502886981512,3.69,-29.8268809049577
1.11502886981512,3.695,-29.8340520100713
1.11502886981512,3.7,-29.8412157324905
1.11502886981512,3.705,-29.8483708866829
1.11502886981512,3.71,-29.8555162809764
1.11502886981512,3.715,-29.8626507176806
1.11502886981512,3.72,-29.8697729932107
1.11502886981512,3.725,-29.8768818982143
1.11502886981512,3.73,-29.8839762177017
1.11502886981512,3.735,-29.8910547311777
1.11502886981512,3.74,-29.8981162127772
1.11502886981512,3.745,-29.9051594314028
1.11502886981512,3.75,-29.9121831508663
1.11502886981512,3.755,-29.9191861300312
1.11502886981512,3.76,-29.9261671229598
1.11502886981512,3.765,-29.9331248790619
1.11502886981512,3.77,-29.9400581432467
1.11502886981512,3.775,-29.9469656560774
1.11502886981512,3.78,-29.9538461539281
1.11502886981512,3.785,-29.9606983691447
1.11502886981512,3.79,-29.9675210302066
1.11502886981512,3.795,-29.9743128618933
1.11502886981512,3.8,-29.9810725854515
1.11502886981512,3.805,-29.9877989187669
1.11502886981512,3.81,-29.9944905765373
1.11502886981512,3.815,-30.001146270449
1.11502886981512,3.82,-30.0077647093555
1.11502886981512,3.825,-30.0143445994593
1.11502886981512,3.83,-30.0208846444957
1.11502886981512,3.835,-30.0273835459197
1.11502886981512,3.84,-30.0338400030955
1.11502886981512,3.845,-30.0402527134878
1.11502886981512,3.85,-30.0466203728564
1.11502886981512,3.855,-30.0529416754531
1.11502886981512,3.86,-30.0592153142208
1.11502886981512,3.865,-30.0654399809954
1.11502886981512,3.87,-30.0716143667097
1.11502886981512,3.875,-30.0777371615997
1.11502886981512,3.88,-30.083807055414
1.11502886981512,3.885,-30.0898227376241
1.11502886981512,3.89,-30.0957828976381
1.11502886981512,3.895,-30.1016862250163
1.11502886981512,3.9,-30.1075314096887
1.11502886981512,3.905,-30.1133171421747
1.11502886981512,3.91,-30.1190421138052
1.11502886981512,3.915,-30.1247050169462
1.11502886981512,3.92,-30.1303045452249
1.11502886981512,3.925,-30.1358393937575
1.11502886981512,3.93,-30.1413082593785
1.11502886981512,3.935,-30.1467098408724
1.11502886981512,3.94,-30.1520428392069
1.11502886981512,3.945,-30.1573059577678
1.11502886981512,3.95,-30.1624979025952
1.11502886981512,3.955,-30.1676173826221
1.11502886981512,3.96,-30.1726631099135
1.11502886981512,3.965,-30.1776337999079
1.11502886981512,3.97,-30.1825281716589
1.11502886981512,3.975,-30.1873449480799
1.11502886981512,3.98,-30.1920828561882
1.11502886981512,3.985,-30.1967406273512
1.11502886981512,3.99,-30.2013169975336
1.11502886981512,3.995,-30.2058107075457
1.11502886981512,4,-30.2102205032919
1.11502886981512,4.005,-30.2145451360208
1.11502886981512,4.01,-30.2187833625757
1.11502886981512,4.015,-30.2229339456461
1.11502886981512,4.02,-30.2269956540188
1.11502886981512,4.025,-30.2309672628309
1.11502886981512,4.03,-30.234847553822
1.11502886981512,4.035,-30.2386353155872
1.11502886981512,4.04,-30.2423293438303
1.11502886981512,4.045,-30.2459284416171
1.11502886981512,4.05,-30.2494314196284
1.11502886981512,4.055,-30.2528370964135
1.11502886981512,4.06,-30.2561442986429
1.11502886981512,4.065,-30.2593518613609
1.11502886981512,4.07,-30.2624586282381
1.11502886981512,4.075,-30.265463451823
1.11502886981512,4.08,-30.2683651937932
1.11502886981512,4.085,-30.2711627252057
1.11502886981512,4.09,-30.2738549267467
1.11502886981512,4.095,-30.2764406889802
1.11502886981512,4.1,-30.2789189125955
1.11502886981512,4.105,-30.2812885086539
1.11502886981512,4.11,-30.2835483988335
1.11502886981512,4.115,-30.2856975156737
1.11502886981512,4.12,-30.2877348028168
1.11502886981512,4.125,-30.2896592152492
1.11502886981512,4.13,-30.2914697195402
1.11502886981512,4.135,-30.2931652940793
1.11502886981512,4.14,-30.2947449293112
1.11502886981512,4.145,-30.2962076279693
1.11502886981512,4.15,-30.2975524053063
1.11502886981512,4.155,-30.2987782893232
1.11502886981512,4.16,-30.2998843209952
1.11502886981512,4.165,-30.3008695544959
1.11502886981512,4.17,-30.3017330574181
1.11502886981512,4.175,-30.3024739109919
1.11502886981512,4.18,-30.3030912103008
1.11502886981512,4.185,-30.3035840644936
1.11502886981512,4.19,-30.3039515969942
1.11502886981512,4.195,-30.3041929457073
1.11502886981512,4.2,-30.3043072632218
1.11502886981512,4.205,-30.3042937170097
1.11502886981512,4.21,-30.3041514896224
1.11502886981512,4.215,-30.3038797788825
1.11502886981512,4.22,-30.3034777980725
1.11502886981512,4.225,-30.3029447761196
1.11502886981512,4.23,-30.3022799577758
1.11502886981512,4.235,-30.3014826037947
1.11502886981512,4.24,-30.300551991104
1.11502886981512,4.245,-30.2994874129736
1.11502886981512,4.25,-30.298288179179
1.11502886981512,4.255,-30.2969536161608
1.11502886981512,4.26,-30.2954830671795
1.11502886981512,4.265,-30.2938758924653
1.11502886981512,4.27,-30.2921314693636
1.11502886981512,4.275,-30.2902491924754
1.11502886981512,4.28,-30.2882284737927
1.11502886981512,4.285,-30.2860687428296
1.11502886981512,4.29,-30.2837694467472
1.11502886981512,4.295,-30.2813300504743
1.11502886981512,4.3,-30.2787500368224
1.11502886981512,4.305,-30.2760289065957
1.11502886981512,4.31,-30.2731661786953
1.11502886981512,4.315,-30.2701613902188
1.11502886981512,4.32,-30.2670140965531
1.11502886981512,4.325,-30.2637238714631
1.11502886981512,4.33,-30.260290307174
1.11502886981512,4.335,-30.2567130144478
1.11502886981512,4.34,-30.2529916226547
1.11502886981512,4.345,-30.2491257798384
1.11502886981512,4.35,-30.2451151527755
1.11502886981512,4.355,-30.2409594270297
1.11502886981512,4.36,-30.2366583069991
1.11502886981512,4.365,-30.2322115159588
1.11502886981512,4.37,-30.2276187960967
1.11502886981512,4.375,-30.2228799085438
1.11502886981512,4.38,-30.2179946333984
1.11502886981512,4.385,-30.2129627697446
1.11502886981512,4.39,-30.2077841356644
1.11502886981512,4.395,-30.2024585682441
1.11502886981512,4.4,-30.1969859235747
1.11502886981512,4.405,-30.1913660767463
1.11502886981512,4.41,-30.1855989218365
1.11502886981512,4.415,-30.1796843718927
1.11502886981512,4.42,-30.1736223589089
1.11502886981512,4.425,-30.167412833796
1.11502886981512,4.43,-30.1610557663466
1.11502886981512,4.435,-30.1545511451935
1.11502886981512,4.44,-30.147898977763
1.11502886981512,4.445,-30.1410992902216
1.11502886981512,4.45,-30.1341521274173
1.11502886981512,4.455,-30.1270575528153
1.11502886981512,4.46,-30.1198156484275
1.11502886981512,4.465,-30.1124265147369
1.11502886981512,4.47,-30.104890270616
1.11502886981512,4.475,-30.0972070532396
1.11502886981512,4.48,-30.0893770179925
1.11502886981512,4.485,-30.0814003383713
1.11502886981512,4.49,-30.0732772058811
1.11502886981512,4.495,-30.0650078299268
1.11502886981512,4.5,-30.056592437699
1.11502886981512,4.505,-30.0480312740551
1.11502886981512,4.51,-30.0393246013952
1.11502886981512,4.515,-30.0304726995325
1.11502886981512,4.52,-30.0214758655596
1.11502886981512,4.525,-30.0123344137092
1.11502886981512,4.53,-30.0030486752105
1.11502886981512,4.535,-29.9936189981407
1.11502886981512,4.54,-29.9840457472725
1.11502886981512,4.545,-29.974329303916
1.11502886981512,4.55,-29.9644700657572
1.11502886981512,4.555,-29.9544684466921
1.11502886981512,4.56,-29.9443248766562
1.11502886981512,4.565,-29.9340398014503
1.11502886981512,4.57,-29.9236136825621
1.11502886981512,4.575,-29.9130469969842
1.11502886981512,4.58,-29.9023402370282
